Date,Time,group name,Distance along tape,Distance along tape,Plant type?,Litter,Groundcover Identification,Ground Cover,Trees/shrubs identification,Active Burrows,Inactive Burrows,>2cm,DunePostition,Latitude,Longitude,Accuracy
28/06/2015,9:26:17 AM,crabpeople,40,,Groundcover Plants,,Beach Spinifex,8,,,,,,,,
28/06/2015,9:26:57 AM,crabpeople,40,,Groundcover Plants,,Blady Grass,5,,,,,,,,
28/06/2015,9:27:04 AM,crabpeople,40,,Litter Cover,55,,,,,,,,,,
28/06/2015,9:27:32 AM,crabpeople,40,,Trees and Shrubs,,,,Coastal She-oak,,,,,,,
28/06/2015,9:28:32 AM,crabpeople,40,,Crab data,,,,,0,2,1,,,,
28/06/2015,9:28:48 AM,crabpeople,,40,Dune Position,,,,,,,,Crest,-25.59795791,153.0949502,0.4
28/06/2015,9:30:27 AM,crabpeople,45,,Groundcover Plants,,Beach Couch,15,,,,,,,,
28/06/2015,9:30:43 AM,crabpeople,45,,Litter Cover,50,,,,,,,,,,
28/06/2015,9:31:46 AM,crabpeople,45,,Crab data,,,,,1,3,0,,,,
28/06/2015,9:32:03 AM,crabpeople,,45,Dune Position,,,,,,,,Crest,-25.59799078,153.0948534,0.4
28/06/2015,9:33:06 AM,crabpeople,50,,Groundcover Plants,,Angular pigface ,10,,,,,,,,
28/06/2015,9:33:14 AM,crabpeople,50,,Groundcover Plants,,Snake vine ,2,,,,,,,,
28/06/2015,9:33:40 AM,crabpeople,50,,Groundcover Plants,,Beach Couch,30,,,,,,,,
28/06/2015,9:33:52 AM,crabpeople,50,,Trees and Shrubs,,,,Coastal She-oak,,,,,,,
28/06/2015,9:34:28 AM,crabpeople,50,,Litter Cover,55,,,,,,,,,,
28/06/2015,9:35:30 AM,crabpeople,50,,Crab data,,,,,1,2,0,,,,
28/06/2015,9:35:42 AM,crabpeople,,50,Dune Position,,,,,,,,Crest,-25.59799406,153.0948458,0.7
28/06/2015,9:37:47 AM,crabpeople,55,,Groundcover Plants,,Blue Flax Lily,3,,,,,,,,
28/06/2015,9:40:04 AM,crabpeople,55,,Groundcover Plants,,Beach primrose ,30,,,,,,,,
28/06/2015,9:40:39 AM,crabpeople,55,,Groundcover Plants,,Beach Couch,15,,,,,,,,
